nr,nachname,vorname,ort,partei,titel,geschaeftsnummer,erstunterzeichner
376,Weilenmann,Simon,,GRÜNE,"Einfache Anfrage von Simon Weilenmann vom 6. November 2024 ""Ist die Beschlagnahmung von Vermögenswerten von geflüchteten Personen im Zusammenhang mit der Sonderabgabe, Asylgesetz Art. 86, in den Thurgauer Gemeinden zulässig?",24/EA 27/79,ja
264,Leuthold,Stefan,,GLP,"Einfache Anfrage von Stefan Leuthold, Nicole Zeitner, Reto Ammann, Celina Hug, Marcel Preiss vom 6. November 2024 ""AXPO: Ein ausser Kontrolle geratenes Hochrisiko-Unternehmen?""",24/EA 28/80,ja
377,Zeitner,Nicole,,GLP,"Einfache Anfrage von Stefan Leuthold, Nicole Zeitner, Reto Ammann, Celina Hug, Marcel Preiss vom 6. November 2024 ""AXPO: Ein ausser Kontrolle geratenes Hochrisiko-Unternehmen?""",24/EA 28/80,nein
303,Ammann,Reto,,GLP,"Einfache Anfrage von Stefan Leuthold, Nicole Zeitner, Reto Ammann, Celina Hug, Marcel Preiss vom 6. November 2024 ""AXPO: Ein ausser Kontrolle geratenes Hochrisiko-Unternehmen?""",24/EA 28/80,nein
401,Hug,Celina,,GLP,"Einfache Anfrage von Stefan Leuthold, Nicole Zeitner, Reto Ammann, Celina Hug, Marcel Preiss vom 6. November 2024 ""AXPO: Ein ausser Kontrolle geratenes Hochrisiko-Unternehmen?""",24/EA 28/80,nein
212,Wirth,Andreas,,SVP,"Einfache Anfrage von Andreas Wirth vom 6. November 2024 ""Selektives Sprachobligatorium - richtig selektioniert?""",24/EA 32/84,ja
312,Butscher-Indergand,Aline,,SVP,"Interpellation von Aline Indergand, Stephanie Eberle vom 6. November 2024 ""Effektive Rückführung von straffälligen Asylmigrantinnen und -migranten""",24/IN 10/86,ja
374,Vonlanthen-Specker,Isabelle,,GRÜNE,"Einfache Anfrage von Isabelle Vonlanthen-Specker, Didi Feuerle vom 20. November 2024 ""Handel mit Haus- und Wildtieren""",24/EA 35/89,ja
352,Müller,Elina,,SP,"Interpellation von Edith Wohlfender-Oertig, Elina Müller vom 20. November 2024 ""Ermordet, weil sie Frauen sind! Im Thurgau - ein politisches Thema?""",24/IN 11/91,nein
291,Eugster,Daniel,,FDP,"Motion gemäss § 75 der Geschäftsordnung des Grossen Rates (GOGR) von Daniel Eugster, Gabriel Macedo vom 4. Dezember 2024 ""Transparenz der Kosten parlamentarischer Vorstösse""",24/MO 11/92,ja
361,Macedo,Gabriel,,FDP,"Motion gemäss § 75 der Geschäftsordnung des Grossen Rates (GOGR) von Daniel Eugster, Gabriel Macedo vom 4. Dezember 2024 ""Transparenz der Kosten parlamentarischer Vorstösse""",24/MO 11/92,nein
407,Stump,Beat,,SVP,"Standesinitiative von Beat Stump, Oliver Martin, Peter Schenk, Hermann Lei, Stephanie Eberle, Franz Eugster vom 18. Dezember 2024 ""Standesinitiative für Ständemehr. Aus Respekt vor der Bundesverfassung und dem demokratischen Zusammenhalt in der Schweiz.""",24/SI 1/96,ja
318,Schenk,Peter,,EDU,"Standesinitiative von Beat Stump, Oliver Martin, Peter Schenk, Hermann Lei, Stephanie Eberle, Franz Eugster vom 18. Dezember 2024 ""Standesinitiative für Ständemehr. Aus Respekt vor der Bundesverfassung und dem demokratischen Zusammenhalt in der Schweiz.""",24/SI 1/96,nein
337,Eugster,Franz,,Die Mitte,"Standesinitiative von Beat Stump, Oliver Martin, Peter Schenk, Hermann Lei, Stephanie Eberle, Franz Eugster vom 18. Dezember 2024 ""Standesinitiative für Ständemehr. Aus Respekt vor der Bundesverfassung und dem demokratischen Zusammenhalt in der Schweiz.""",24/SI 1/96,nein
422,Leu,Thomas,,FDP,"Interpellation von Thomas Leu, Attila Wohlrab, Fabrizio Hugentobler, Markus Bürgi, Martina Pfiffner Müller vom 18. Dezember 2024 ""Lohndeckelung für die Mitglieder der Konzernleitung der Axpo Holding AG""",24/IN 12/97,ja
438,Bürgi,Markus,,FDP,"Interpellation von Thomas Leu, Attila Wohlrab, Fabrizio Hugentobler, Markus Bürgi, Martina Pfiffner Müller vom 18. Dezember 2024 ""Lohndeckelung für die Mitglieder der Konzernleitung der Axpo Holding AG""",24/IN 12/97,nein
424,Martin,Roger,,Die Mitte,"Einfache Anfrage von Roger Martin vom 22. Januar 2025 ""Steht das HundeG im Widerspruch mit der Tierschutzverordnung?""",24/EA 40/100,ja
328,Bruggmann,Marina,,SP,"Einfache Anfrage von Marina Bruggmann, Traudi Schönegger, Isabelle Vonlanthen-Specker vom 22. Januar 2025 ""Was tut der Kanton zur Vorbereitung auf eine mögliche Fentanyl-Krise - ausser abzuwarten?""",24/EA 42/102,ja
264,Leuthold,Stefan,,GLP,"Einfache Anfrage von Celina Hug, Stefan Leuthold vom 22. Januar 2025 ""Wie kann die Thurgauer Medienvielfalt gestärkt werden?""",24/EA 41/101,nein
425,Niederberger,Thomas,,FDP,"Einfache Anfrage von Thomas Niederberger, Attila Wohlrab, Gabriel Macedo, Dean Kradolfer vom 22. Januar 2025 ""Zukunft der Oberlandstrasse (OLS)""",24/EA 43/103,ja
312,Butscher-Indergand,Aline,,SVP,"Motion von Aline Indergand, Daniel Vetterli, Eveline Bachmann, Manuel Sturzenegger, Jürg Marolf vom 22. Januar 2025 ""Regulierung des Kormorans""",24/MO 12/104,ja
354,Braun,Bernhard,,GRÜNE,"Interpellation von Elina Müller, Edith Wohlfender-Oertig, Bernhard Braun, Andreas Opprecht, Elisabeth Rickenbach, Stefan Leuthold vom 22. Januar 2025 ""Wie weiter mit der Axpo?""",24/IN 13/106,nein
363,Martin,Oliver,,SVP,"Einfache Anfrage von Oliver Martin, Hermann Lei vom 19. Februar 2025 ""Wie denkt der Regierungsrat mit einem massiv höheren Bevölkerungswachstum als erwartet in unserem Kanton umzugehen?""",24/EA 47/113,ja
297,Schär,Urs,,SVP,"Einfache Anfrage von Urs Schär, Ulrich Graf, Priska Peter, Jürgen Häberli, Hans Stark vom 19. Februar 2025 ""Wie ist der Thurgau / die Schweiz auf einen Ausbruch der Maul- und Klauenseuche vorbereitet?""",24/EA 48/114,ja
350,Häberli,Jürgen,,SVP,"Einfache Anfrage von Urs Schär, Ulrich Graf, Priska Peter, Jürgen Häberli, Hans Stark vom 19. Februar 2025 ""Wie ist der Thurgau / die Schweiz auf einen Ausbruch der Maul- und Klauenseuche vorbereitet?""",24/EA 48/114,nein
413,Caviezel,Christian,,EDU,"Motion von Christian Caviezel, Raphael Stutz, Christina Fäsi vom 19. Februar 2025 ""Das Vorsorgeprinzip im Thurgau anwenden und den Zugang zu irreversiblen Eingriffen zur Geschlechtsumwandlung nur Personen vorbehalten, die nach schweizerischem Zivilgesetzbuch volljährig sind""",24/MO 16/117,ja
395,Stutz,Raphael,,SVP,"Motion von Christian Caviezel, Raphael Stutz, Christina Fäsi vom 19. Februar 2025 ""Das Vorsorgeprinzip im Thurgau anwenden und den Zugang zu irreversiblen Eingriffen zur Geschlechtsumwandlung nur Personen vorbehalten, die nach schweizerischem Zivilgesetzbuch volljährig sind""",24/MO 16/117,nein
435,Wepfer,Isabelle,,Die Mitte,"Motion von Marc Rüdisüli, Sandra Stadler, Norbert Senn, Isabelle Wepfer, Jürg Marolf, Corinna Pasche-Strasser, Michaela Frei Barbosa, Christian Stricker vom 19. Februar 2025 ""Französisch stärken - ressourcenschonend, konzentriert und effizient ab der Sekundarstufe 1""",24/MO 14/115,nein
415,Frei Barbosa,Michaela,,Die Mitte,"Motion von Marc Rüdisüli, Sandra Stadler, Norbert Senn, Isabelle Wepfer, Jürg Marolf, Corinna Pasche-Strasser, Michaela Frei Barbosa, Christian Stricker vom 19. Februar 2025 ""Französisch stärken - ressourcenschonend, konzentriert und effizient ab der Sekundarstufe 1""",24/MO 14/115,nein
387,Stricker,Christian,,EVP,"Motion von Marc Rüdisüli, Sandra Stadler, Norbert Senn, Isabelle Wepfer, Jürg Marolf, Corinna Pasche-Strasser, Michaela Frei Barbosa, Christian Stricker vom 19. Februar 2025 ""Französisch stärken - ressourcenschonend, konzentriert und effizient ab der Sekundarstufe 1""",24/MO 14/115,nein
140,Schallenberg,Turi,,SP,"Einfache Anfrage von Turi Schallenberg, Ulrich Graf, Kenny Greber, Mathias Dietz vom 5. März 2025 ""IPV optimieren""",24/EA 49/121,ja
417,Graf,Ulrich,,SVP,"Einfache Anfrage von Turi Schallenberg, Ulrich Graf, Kenny Greber, Mathias Dietz vom 5. März 2025 ""IPV optimieren""",24/EA 49/121,nein
418,Greber,Kenny,,SP,"Einfache Anfrage von Turi Schallenberg, Ulrich Graf, Kenny Greber, Mathias Dietz vom 5. März 2025 ""IPV optimieren""",24/EA 49/121,nein
412,Brunner,Claude,,SVP,"Motion von Claude Brunner, Raffaela Strähl-D’Ambrosio, Ruedi Zbinden, Heinz Keller, Marina Bruggmann, Nicole Zeitner, Martina Pfiffner Müller, Franz Eugster, Isabelle Vonlanthen-Specker vom 19. Februar 2025 ""Anpassung Ausbildungsverpflichtung (Umsetzung Phase 1 der Pflegeinitiative)""",24/MO 18/119,ja
433,Strähl-D’Ambrosio,Raffaella,,SVP,"Motion von Claude Brunner, Raffaela Strähl-D’Ambrosio, Ruedi Zbinden, Heinz Keller, Marina Bruggmann, Nicole Zeitner, Martina Pfiffner Müller, Franz Eugster, Isabelle Vonlanthen-Specker vom 19. Februar 2025 ""Anpassung Ausbildungsverpflichtung (Umsetzung Phase 1 der Pflegeinitiative)""",24/MO 18/119,nein
377,Zeitner,Nicole,,GLP,"Motion von Claude Brunner, Raffaela Strähl-D’Ambrosio, Ruedi Zbinden, Heinz Keller, Marina Bruggmann, Nicole Zeitner, Martina Pfiffner Müller, Franz Eugster, Isabelle Vonlanthen-Specker vom 19. Februar 2025 ""Anpassung Ausbildungsverpflichtung (Umsetzung Phase 1 der Pflegeinitiative)""",24/MO 18/119,nein
368,Pfiffner Müller,Martina,,FDP,"Motion von Claude Brunner, Raffaela Strähl-D’Ambrosio, Ruedi Zbinden, Heinz Keller, Marina Bruggmann, Nicole Zeitner, Martina Pfiffner Müller, Franz Eugster, Isabelle Vonlanthen-Specker vom 19. Februar 2025 ""Anpassung Ausbildungsverpflichtung (Umsetzung Phase 1 der Pflegeinitiative)""",24/MO 18/119,nein
337,Eugster,Franz,,Die Mitte,"Motion von Claude Brunner, Raffaela Strähl-D’Ambrosio, Ruedi Zbinden, Heinz Keller, Marina Bruggmann, Nicole Zeitner, Martina Pfiffner Müller, Franz Eugster, Isabelle Vonlanthen-Specker vom 19. Februar 2025 ""Anpassung Ausbildungsverpflichtung (Umsetzung Phase 1 der Pflegeinitiative)""",24/MO 18/119,nein
374,Vonlanthen-Specker,Isabelle,,GRÜNE,"Motion von Claude Brunner, Raffaela Strähl-D’Ambrosio, Ruedi Zbinden, Heinz Keller, Marina Bruggmann, Nicole Zeitner, Martina Pfiffner Müller, Franz Eugster, Isabelle Vonlanthen-Specker vom 19. Februar 2025 ""Anpassung Ausbildungsverpflichtung (Umsetzung Phase 1 der Pflegeinitiative)""",24/MO 18/119,nein
377,Zeitner,Nicole,,GLP,"Einfache Anfrage von Stefan Leuthold, Nicole Zeitner vom 5. März 2025 ""Den öffentlichen Verkehr in der Region Untersee / Rhein stärken""",24/EA 51/123,nein
391,Wittwer,Marcel,,EDU,"Antrag nach § 52 GOGR von Oliver Martin, Dean Kradolfer, Marcel Wittwer, Edith Wohlfender vom 19. März 2025 ""Potenzial von Digital Asset Mining im Kanton Thurgau analysieren""",24/AN 1/133,nein
432,Spiri,Robin,,Aufrecht Thurgau,"Einfache Anfrage von Robin Spiri vom 19. März 2025 ""Vollzug des Bundesgerichtsentscheides - Abbau und Einstellung automatischer Fahrzeugfahndung (Kennzeichenscanner)""",24/EA 52/134,ja
264,Leuthold,Stefan,,GLP,"Einfache Anfrage von Stefan Leuthold, Elisabeth Rickenbach, Sabina Peter Köstli, Karin Bétrisey, Nicole Zeitner vom 19. März 2025 ""Den Kanton Thurgau für Ärztinnen und Ärzte attraktiver machen""",24/EA 53/135,ja
377,Zeitner,Nicole,,GLP,"Einfache Anfrage von Stefan Leuthold, Elisabeth Rickenbach, Sabina Peter Köstli, Karin Bétrisey, Nicole Zeitner vom 19. März 2025 ""Den Kanton Thurgau für Ärztinnen und Ärzte attraktiver machen""",24/EA 53/135,nein
424,Martin,Roger,,Die Mitte,"Standesinitiative von Gabriel Macedo, Roger Martin, Stefan Mühlemann vom 19. März 2025 ""Die Ostschweiz steht hinter der Bodensee-Thurtalstrasse, der dritten Röhre Rosenbergtunnel, der zweiten Röhre Fäsenstaubtunnel und dem Korridor N25 St. Gallen - Appenzell""",24/SI 2/132,nein
365,Mühlemann,Stefan,,SVP,"Standesinitiative von Gabriel Macedo, Roger Martin, Stefan Mühlemann vom 19. März 2025 ""Die Ostschweiz steht hinter der Bodensee-Thurtalstrasse, der dritten Röhre Rosenbergtunnel, der zweiten Röhre Fäsenstaubtunnel und dem Korridor N25 St. Gallen - Appenzell""",24/SI 2/132,nein
312,Butscher-Indergand,Aline,,SVP,"Einfache Anfrage von Aline Indergand vom 2. April 2025 ""Polizeikorpsaufstockung - bisherige Entwicklung""",24/EA 57/143,ja
391,Wittwer,Marcel,,EDU,"Einfache Anfrage von Marcel Wittwer, Aline Indergand, Beat Stump, Oliver Martin vom 2. April 2025 ""Rechtsextremismus ein Problem - Linksextremismus kein Problem?""",24/EA 59/145,ja
407,Stump,Beat,,SVP,"Einfache Anfrage von Marcel Wittwer, Aline Indergand, Beat Stump, Oliver Martin vom 2. April 2025 ""Rechtsextremismus ein Problem - Linksextremismus kein Problem?""",24/EA 59/145,nein
431,Sontheim,Marion,,SP,"Motion von Marion Sontheim, Alessandra Biondi, Stefan Wolfer, Roger Martin, Sandra Reinhart, Celina Hug vom 7. Mai 2025 ""Amtsenthebungsverfahren von Einzelmitgliedern in Exekutivämtern von Behörden auf kommunaler Ebene""",24/MO 22/154,ja
410,Biondi,Alessandra,,SP,"Motion von Marion Sontheim, Alessandra Biondi, Stefan Wolfer, Roger Martin, Sandra Reinhart, Celina Hug vom 7. Mai 2025 ""Amtsenthebungsverfahren von Einzelmitgliedern in Exekutivämtern von Behörden auf kommunaler Ebene""",24/MO 22/154,nein
424,Martin,Roger,,Die Mitte,"Motion von Marion Sontheim, Alessandra Biondi, Stefan Wolfer, Roger Martin, Sandra Reinhart, Celina Hug vom 7. Mai 2025 ""Amtsenthebungsverfahren von Einzelmitgliedern in Exekutivämtern von Behörden auf kommunaler Ebene""",24/MO 22/154,nein
199,Lei,Hermann,,SVP,"Einfache Anfrage von Hermann Lei vom 7. Mai 2025 ""Mehrfachausschaffungen - Welche Kosten trägt der Kanton Thurgau?""",24/EA 63/160,ja
350,Häberli,Jürgen,,SVP,"Einfache Anfrage von Jürgen Häberli vom 21. Mai 2025 ""Gefälschte Ausweisdokumente und mangelnde Kontrolle – Handlungsbedarf im Kanton Thurgau?""",24/EA 64/166,ja
332,Imhof,Kilian,,Die Mitte,"Motion von Sandra Stadler, Hermann Lei, Kilian Imhof, Marc Rüdisüli, Mathias Dietz, Christian Mader, Marcel Wittwer, Ruedi Zbinden, Elisabeth Rickenbach, Michèle Strähl-Obrist vom 18. Juni 2025 ""Massnahmen des Kantons Thurgau gegen die Einführung der Individualbesteuerung""",24/MO 24/173,nein
427,Rüdisüli,Marc,,Die Mitte,"Motion von Sandra Stadler, Hermann Lei, Kilian Imhof, Marc Rüdisüli, Mathias Dietz, Christian Mader, Marcel Wittwer, Ruedi Zbinden, Elisabeth Rickenbach, Michèle Strähl-Obrist vom 18. Juni 2025 ""Massnahmen des Kantons Thurgau gegen die Einführung der Individualbesteuerung""",24/MO 24/173,nein
265,Mader,Christian,,EDU,"Motion von Sandra Stadler, Hermann Lei, Kilian Imhof, Marc Rüdisüli, Mathias Dietz, Christian Mader, Marcel Wittwer, Ruedi Zbinden, Elisabeth Rickenbach, Michèle Strähl-Obrist vom 18. Juni 2025 ""Massnahmen des Kantons Thurgau gegen die Einführung der Individualbesteuerung""",24/MO 24/173,nein
290,Rickenbach,Elisabeth,,EVP,"Motion von Sandra Stadler, Hermann Lei, Kilian Imhof, Marc Rüdisüli, Mathias Dietz, Christian Mader, Marcel Wittwer, Ruedi Zbinden, Elisabeth Rickenbach, Michèle Strähl-Obrist vom 18. Juni 2025 ""Massnahmen des Kantons Thurgau gegen die Einführung der Individualbesteuerung""",24/MO 24/173,nein
305,Bühler,Peter,,Die Mitte,"Motion von Robin Spiri, Kenny Greber, Peter Bühler, Jürg Wiesli, Marcel Preiss, Mathis Müller vom 18. Juni 2025 ""Kein vollständiger Digitalzwang in der Verwaltung""",24/MO 23/172,nein
274,Wiesli,Jürg,,SVP,"Motion von Robin Spiri, Kenny Greber, Peter Bühler, Jürg Wiesli, Marcel Preiss, Mathis Müller vom 18. Juni 2025 ""Kein vollständiger Digitalzwang in der Verwaltung""",24/MO 23/172,nein
435,Wepfer,Isabelle,,Die Mitte,"Motion von Corinna Pasche-Strasser, Isabelle Wepfer, Sabina Peter Köstli vom 18. Juni 2025 ""Anpassung des Gesetzes über das Stimm- und Wahlrecht""",24/MO 25/174,nein
316,Peter Köstli,Sabina,,Die Mitte,"Motion von Corinna Pasche-Strasser, Isabelle Wepfer, Sabina Peter Köstli vom 18. Juni 2025 ""Anpassung des Gesetzes über das Stimm- und Wahlrecht""",24/MO 25/174,nein
357,Dietz,Mathias,,EVP,"Einfache Anfrage von Sandra Stadler, Hermann Lei, Kilian Imhof, Marc Rüdisüli, Mathias Diez, Christian Mader, Marcel Wittwer, Ruedi Zbinden, Elisabeth Rickenbach, Michèle Strähl-Obrist vom 18. Juni 2025 ""Negative Auswirkungen der Individualbesteuerung für den Kanton Thurgau und ihre Gemeinden""",24/EA 67/176,nein
384,Strähl-Obrist,Michèle,,FDP,"Einfache Anfrage von Sandra Stadler, Hermann Lei, Kilian Imhof, Marc Rüdisüli, Mathias Diez, Christian Mader, Marcel Wittwer, Ruedi Zbinden, Elisabeth Rickenbach, Michèle Strähl-Obrist vom 18. Juni 2025 ""Negative Auswirkungen der Individualbesteuerung für den Kanton Thurgau und ihre Gemeinden""",24/EA 67/176,nein
391,Wittwer,Marcel,,EDU,"Motion von Robin Spiri, Marcel Wittwer, Oliver Martin vom 2. Juli 2025 ""Keine politischen Fahnen an Schulen - Dafür die Thurgauer Fahne stärken""",24/MO 26/181,nein
414,Eberle,Stephanie,,SVP,"Einfache Anfrage von Oliver Martin, Stephanie Eberle, Hermann Lei, Marcel Wittwer vom 2. Juli 2025 ""Dragqueens in unserer Volksschule - Rolle, pädagogischer Mehrwert und Grenzen""",24/EA 70/184,nein
377,Zeitner,Nicole,,GLP,"Einfache Anfrage von Stefan Leuthold, Alexander Sigg, Nicole Zeitner, Reto Ammann, Celina Hug, Marcel Preiss vom 13. August 2025 ""39% Zoll auf Exporte in die USA: Drohen Kosten, aber auch Chancen für den Thurgau?""",24/EA 73/187,nein
303,Ammann,Reto,,GLP,"Einfache Anfrage von Stefan Leuthold, Alexander Sigg, Nicole Zeitner, Reto Ammann, Celina Hug, Marcel Preiss vom 13. August 2025 ""39% Zoll auf Exporte in die USA: Drohen Kosten, aber auch Chancen für den Thurgau?""",24/EA 73/187,nein
401,Hug,Celina,,GLP,"Einfache Anfrage von Stefan Leuthold, Alexander Sigg, Nicole Zeitner, Reto Ammann, Celina Hug, Marcel Preiss vom 13. August 2025 ""39% Zoll auf Exporte in die USA: Drohen Kosten, aber auch Chancen für den Thurgau?""",24/EA 73/187,nein
338,Bétrisey,Karin,,GRÜNE,"Einfache Anfrage von Karin Bétrisey, Stefan Leuthold, Markus Brüllmann vom 2. Juli 2025 ""Synthesebericht Korridorstudie N23 - Transparenz schaffen""",24/EA 71/185,ja
383,Stähelin,Beda,,Die Mitte,"Interpellation von Mathias Tschanen, Beda Stähelin vom 27. August 2025 ""Mehr Planungssicherheit für eine nachhaltige Ver- und Entsorgung""",24/IN 16/189,nein
305,Bühler,Peter,,Die Mitte,"Interpellation von Jacob Auer, Peter Bühler, Oliver Martin, Didi Feuerle vom 27. August 2025 ""Bekämpfung von missbräuchlichen Konkursen""",24/IN 17/190,nein
282,Feuerle,Didi,,GRÜNE,"Interpellation von Jacob Auer, Peter Bühler, Oliver Martin, Didi Feuerle vom 27. August 2025 ""Bekämpfung von missbräuchlichen Konkursen""",24/IN 17/190,nein
387,Stricker,Christian,,EVP,"Interpellation von Andreas Sigrist, Cornelia Hauser, Christian Stricker, Dean Kradolfer vom 27. August 2025 ""Privatunterreicht im Thurgau (gemäss ""Gesetz über die Volksschule"" § 26), Bestandesaufnahme zur heutigen Praxis und Regelung""",24/IN 19/192,nein
282,Feuerle,Didi,,GRÜNE,"Einfache Anfrage von Jacob Auer, Didi Feuerle vom 10. September 2025 ""Wie weiter mit dem Thurgau im Projekt Cargo sous terrain""",24/EA 76/198,nein
392,Siegenthaler,Patrick,,Die Mitte,"Einfache Anfrage von Patrick Siegenthaler, Fabrizio Hugentobler vom 10. September 2025 ""Welche Risiken kommen auf den Kanton zu im Rahmen des Neubaus der Ersatz-KVA in Weinfelden?""",24/EA 77/201,ja
264,Leuthold,Stefan,,GLP,"Einfache Anfrage von Stefan Leuthold vom 10. September 2025 ""Stärkung der Gemeindeautonomie bei Einbürgerungen""",24/EA 80/204,ja
386,Meier,Felix,,SP,"Einfache Anfrage von Fabrizio Hugentobler, Patrick Siegenthaler, Felix Meier, Reto Ammann vom 29. September 2025 ""Finanzierungsprobleme für den geplanten Neubau der KVA Thurgau?""",24/EA 82/208,nein
406,Preiss,Marcel,,GLP,"Einfache Anfrage von Reto Ammann, Marcel Preiss vom 29. September 2025 ""KVA: Ausserhalb der Einflussnahme des Kantons oder ist der Kanton involviert?""",24/EA 81/207,nein
419,Haldemann,Peter,,SVP,"Einfache Anfrage von Peter Haldemann, Ulrich Marti vom 22. Oktober 2025 ""Anwendung des Art. 38 bzw. Art. 38a GSchG im Kanton Thurgau""",24/EA 85/213,ja
363,Martin,Oliver,,SVP,"Interpellation von Oliver Martin, Maja Brühlmann Zwahlen, Peter Schenk vom 5. November 2025 ""Auswirkungen des geplanten EU-Vertragspakets auf die Anerkennung beruflicher Qualifikationen""",24/IN 25/219,ja
318,Schenk,Peter,,EDU,"Interpellation von Oliver Martin, Maja Brühlmann Zwahlen, Peter Schenk vom 5. November 2025 ""Auswirkungen des geplanten EU-Vertragspakets auf die Anerkennung beruflicher Qualifikationen""",24/IN 25/219,nein
421,Kradolfer,Dean,,FDP,"Interpellation von Ursula Senn-Bieri, Dean Kradolfer, Nicole Zeitner vom 22. Oktober 2025 ""Zukunftsorientierte Bildungspolitik - Wege aus dem Bildungsdilemma?""",24/IN 24/217,nein
284,Rüegg,Jost,,GRÜNE,"Einfache Anfrage von Jost Rüegg vom 19. November 2025 ""Emissionsüberschreitungen bei Stadler Rail offenbar systematisches Versagen der Behörden""",24/EA 87/223,ja
303,Ammann,Reto,,GLP,"Parlamentarische Initiative von Reto Ammann, Ueli Graf, Marc Rüdisüli, Celina Hug, Jost Rüegg, Marion Sontheim, Lukas Madörin vom 5. November 2025 ""Schonender Umgang mit Rohstoffen, Materialien und Gütern ist verfassungswürdig""",24/PI 3/220,ja
417,Graf,Ulrich,,SVP,"Parlamentarische Initiative von Reto Ammann, Ueli Graf, Marc Rüdisüli, Celina Hug, Jost Rüegg, Marion Sontheim, Lukas Madörin vom 5. November 2025 ""Schonender Umgang mit Rohstoffen, Materialien und Gütern ist verfassungswürdig""",24/PI 3/220,nein
427,Rüdisüli,Marc,,Die Mitte,"Parlamentarische Initiative von Reto Ammann, Ueli Graf, Marc Rüdisüli, Celina Hug, Jost Rüegg, Marion Sontheim, Lukas Madörin vom 5. November 2025 ""Schonender Umgang mit Rohstoffen, Materialien und Gütern ist verfassungswürdig""",24/PI 3/220,nein
284,Rüegg,Jost,,GRÜNE,"Parlamentarische Initiative von Reto Ammann, Ueli Graf, Marc Rüdisüli, Celina Hug, Jost Rüegg, Marion Sontheim, Lukas Madörin vom 5. November 2025 ""Schonender Umgang mit Rohstoffen, Materialien und Gütern ist verfassungswürdig""",24/PI 3/220,nein
384,Strähl-Obrist,Michèle,,FDP,"Interpellation von Michèle Strähl, Markus Bürgi, Stefan Wolfer, Reto Ammann, Gabriel Walzthöny vom 19. November 2025 ""Reicht der Weitblick beim Polizei- und Gefängnisneubau?""",24/IN 26/228,ja
363,Martin,Oliver,,SVP,"Einfache Anfrage von Oliver Martin, Stefan Mühlemann vom 3. Dezember 2025 ""Veröffentlichung der Standorte der stationären und semistationären Radaranlagen""",24/EA 91/233,ja
363,Martin,Oliver,,SVP,"Einfache Anfrage von Andreas Sigrist, Oliver Martin, Cornelia Büchi vom 3. Dezember 2025 ""Immobilienkäufe durch religiöse Organisationen mit möglichem Auslandseinfluss""",24/EA 93/235,nein
425,Niederberger,Thomas,,FDP,"Interpellation von Thomas Niederberger, Nicole Zeitner, Marina Bruggmann vom 3. Dezember 2025 ""Abhängigkeit der Spitäler und der Betreuungs- und Pflegeeinrichtungen im Kanton Thurgau von Fachkräften aus dem EU-Raum",24/IN 28/238,ja
420,Hugentobler,Fabrizio,,FDP,"Einfache Anfrage von Andreas Sigrist, Fabrizio Hugentobler, Roland Wyss vom 3. Dezember 2025 ""Umfolierung stützpunktrelevanter Feuerwehrfahrzeuge: Rechtliche Grundlagen, Kosten und Auswirkungen auf die Freiwilligenarbeit""",24/EA 94/236,nein
305,Bühler,Peter,,Die Mitte,"Parlamentarische Initiative von Peter Bühler, Aline Butscher-Indergand, Barbara Dätwyler Weber, Isabelle Vonlanthen-Specker, Lukas Madörin, Stefan Leuthold, Roland Wyss, Franz Eugster vom 19. November 2025 ""Parlamentarische demokratische Mitwirkungsrechte bei Behördenreferenden stärken""",24/PI 4/226,ja
305,Bühler,Peter,,Die Mitte,"Motion von Daniel Amrhein, Stephanie Eberle, Peter Bühler, Oliver Martin, Beat Stump, Roger Stieger vom 3. Dezember 2025 ""Klärung der Zulässigkeit religiöser und politischer Signale durch Kleidung und Accessoires bei Lehrpersonen an öffentlichen Schulen""",24/MO 32/240,nein
398,Stieger,Roger,,EVP,"Motion von Daniel Amrhein, Stephanie Eberle, Peter Bühler, Oliver Martin, Beat Stump, Roger Stieger vom 3. Dezember 2025 ""Klärung der Zulässigkeit religiöser und politischer Signale durch Kleidung und Accessoires bei Lehrpersonen an öffentlichen Schulen""",24/MO 32/240,nein
348,Wyss,Roland,,EVP,"Motion von Christoph Regli, Beda Stähelin, Andreas Opprecht, Felix Meier, Roland Wyss, Christian Koch, Maja Brühlmann Zwahlen, Priska Peter, Mathis Müller, Thomas Niederberger vom 3. Dezember 2025 ""Eigentum oder Miete - finanzpolitisch sinnvolle Regelungen für Kanton und Gemeinden""",24/MO 31/239,nein
228,Koch,Christian,,SP,"Motion von Christoph Regli, Beda Stähelin, Andreas Opprecht, Felix Meier, Roland Wyss, Christian Koch, Maja Brühlmann Zwahlen, Priska Peter, Mathis Müller, Thomas Niederberger vom 3. Dezember 2025 ""Eigentum oder Miete - finanzpolitisch sinnvolle Regelungen für Kanton und Gemeinden""",24/MO 31/239,nein
356,Brühlmann Zwahlen,Maja,,SVP,"Motion von Christoph Regli, Beda Stähelin, Andreas Opprecht, Felix Meier, Roland Wyss, Christian Koch, Maja Brühlmann Zwahlen, Priska Peter, Mathis Müller, Thomas Niederberger vom 3. Dezember 2025 ""Eigentum oder Miete - finanzpolitisch sinnvolle Regelungen für Kanton und Gemeinden""",24/MO 31/239,nein
