datum_geschaeft_eingang,datum_geschaeft_abschluss,geschaeftsnummer,grg_nummer,geschaftstitel,geschaftsart,kennung,sachbegriff_grgeko_1,sachbegriff_grgeko_2,sachbegriff_grgeko_3,status,departement,anzahl_erstunterzeichnende,anzahl_mitunterzeichnende,total_unterzeichnende,bemerkungen
2025-07-02,2026-02-04,24/GE 9/178,178,Änderung des Gesetzes über die Gebühren und Gemengsteuern der Grundbuchämter und Notariate (GGG),Gesetz,,"Gebühren, Abgaben (GR, RR, SK, Verwaltung und Gerichte)",,,Abgeschlossen,Departement für Justiz und Sicherheit,,,,
2025-08-27,,24/IN 16/189,189,"Interpellation von Mathias Tschanen, Beda Stähelin vom 27. August 2025 ""Mehr Planungssicherheit für eine nachhaltige Ver- und Entsorgung""",Interpellation,,,,,InBearbeitung,Departement für Bau und Umwelt,2,82,84,
2025-08-27,,24/IN 17/190,190,"Interpellation von Jacob Auer, Peter Bühler, Oliver Martin, Didi Feuerle vom 27. August 2025 ""Bekämpfung von missbräuchlichen Konkursen""",Interpellation,,,,,InBearbeitung,Departement für Justiz und Sicherheit,4,63,67,
2025-09-10,2025-11-19,24/EA 78/202,202,"Einfache Anfrage von Eveline Bachmann vom 10. September 2025 ""Pflege und Kontrolle der Thur-Dämme im Abschnitt Frauenfeld bis Zürcher Kantonsgrenze""",Einfache Anfrage,,"Wasserwirtschaft, Wasserbau, Oeffentliche Gewässer",,,Abgeschlossen,Departement für Bau und Umwelt,1,,,
2025-09-29,2025-11-19,24/EA 81/207,207,"Einfache Anfrage von Reto Ammann, Marcel Preiss vom 29. September 2025 ""KVA: Ausserhalb der Einflussnahme des Kantons oder ist der Kanton involviert?""",Einfache Anfrage,,"Baugesetz; Planungen Hoch- und Tiefbau, Baulinien",,,Abgeschlossen,Departement für Bau und Umwelt,2,,,
2025-09-29,2025-11-19,24/EA 83/210,210,"Einfache Anfrage von Christian Stricker, Elina Müller vom 29. September 2025 ""Wie kommt all die Energie von Weinfelden nach Bischofszell und Kreuzlingen?""",Einfache Anfrage,,"Elektrizität inkl. Versorgung, Wasserkraft, AKW",,,Abgeschlossen,Departement für Inneres und Volkswirtschaft,2,,,
2025-10-22,2025-12-17,24/EA 84/212,212,"Einfache Anfrage von Kenny Greber vom 22. Oktober 2025 ""Freiwilliger Lohnsteuerabzug als Instrument zur Schuldenprävention und Reduktion von Sozialhilfekosten""",Einfache Anfrage,,"Staats- und Gemeindesteuern, allgemeine Organisation",,,Abgeschlossen,Departement für Finanzen und Soziales,1,,,
2025-10-22,2025-12-17,24/EA 85/213,213,"Einfache Anfrage von Peter Haldemann, Ulrich Marti vom 22. Oktober 2025 ""Anwendung des Art. 38 bzw. Art. 38a GSchG im Kanton Thurgau""",Einfache Anfrage,,,,,Abgeschlossen,Departement für Bau und Umwelt,2,,,
2025-11-05,,24/IN 25/219,219,"Interpellation von Oliver Martin, Maja Brühlmann Zwahlen, Peter Schenk vom 5. November 2025 ""Auswirkungen des geplanten EU-Vertragspakets auf die Anerkennung beruflicher Qualifikationen""",Interpellation,,,,,InBearbeitung,Departement für Erziehung und Kultur,3,50,53,
2025-11-19,2026-01-14,24/WA 30/221,221,Amtsgelübde von Kantonsrat Michael Waldburger,Wahlgeschäft,,Grosser Rat,,,Abgeschlossen,Grosser Rat,,,,
2025-11-19,2026-02-04,24/EA 87/223,223,"Einfache Anfrage von Jost Rüegg vom 19. November 2025 ""Emissionsüberschreitungen bei Stadler Rail offenbar systematisches Versagen der Behörden""",Einfache Anfrage,,"Umweltschutz: Allgemein, Boden, Wasser, Luft, Abfall",,,Abgeschlossen,Departement für Bau und Umwelt,1,,,
2025-11-19,2026-02-04,24/EA 89/225,225,"Einfache Anfrage von Marcel Wittwer, Hermann Lei vom 19. November 2025 ""Austritt Konferenz der Kantonsregierungen (KdK)""",Einfache Anfrage,,"Konkordate, Zusammenarbeit mit anderen Kantonen",,,Abgeschlossen,Staatskanzlei,2,,,
2025-09-29,2025-12-03,24/BS 19/205,205,Voranschlag 2026 und Finanz- und Aufgabenplan 2027-2029,Beschluss,,,,,Abgeschlossen,Departement für Finanzen und Soziales,,,,
2025-12-17,2025-12-17,24/FR 10/222,222,Fragestunde vom 17.12.2025,Fragestunde,,,,,Abgeschlossen,,,,,
2025-12-03,2026-02-04,24/EA 92/234,234,"Einfache Anfrage von Peter Dransfeld vom 3. Dezember 2025 ""Vom Kanton geforderter Stellenabbau an Ermatinger Schule?""",Einfache Anfrage,,Oberstufen: Real- und Sekundarschulen,,,Abgeschlossen,Departement für Erziehung und Kultur,1,,,
2025-12-17,2026-02-04,24/WA 33/241,241,Amtsgelübde von Kantonsrat Urs Forster,Wahlgeschäft,,,,,Abgeschlossen,,,,,
2025-12-03,,24/MO 31/239,239,"Motion von Christoph Regli, Beda Stähelin, Andreas Opprecht, Felix Meier, Roland Wyss, Christian Koch, Maja Brühlmann Zwahlen, Priska Peter, Mathis Müller, Thomas Niederberger vom 3. Dezember 2025 ""Eigentum oder Miete - finanzpolitisch sinnvolle Regelungen für Kanton und Gemeinden""",Motion,,,,,InBearbeitung,Departement für Finanzen und Soziales,10,77,87,
2025-12-17,2026-02-18,24/EA 96/244,244,"Einfache Anfrage von Jürgen Häberli, Oliver Martin vom 17. Dezember 2025 ""Massenschlägerei im Bundesasylzentrum Kreuzlingen - Wir fordern Massnahmen und Antworten""",Einfache Anfrage,,"Niederlassung, Aufenthalt, Asyl",,,Abgeschlossen,Departement für Justiz und Sicherheit,2,,,
2025-12-17,2026-02-18,24/EA 97/247,247,"Einfache Anfrage von Gabriel Macedo vom 17. Dezember 2025 ""Abnehmende Medienberichterstattung im Thurgau""",Einfache Anfrage,,Bundesverfassung / Menschenrechte,,,Abgeschlossen,Departement für Finanzen und Soziales,1,,,
2025-12-17,2026-03-04,24/EA 98/248,248,"Einfache Anfrage von Stephan Tobler vom 17. Dezember 2025 ""Thurgau auf Rang 20 im Freiheitsindex""",Einfache Anfrage,,"Gebiet, Organisation, Reglemente, Verwaltung",,,Abgeschlossen,Departement für Inneres und Volkswirtschaft,1,,,
2026-01-14,2026-03-18,24/EA 102/253,253,"Einfache Anfrage von Thomas Leu, Markus Bürgi vom 14. Januar 2026 ""Anpassungen im Personalrecht""",Einfache Anfrage,,Staatspersonal: einzelne Personalentscheide,,,Abgeschlossen,Departement für Finanzen und Soziales,2,,,
2026-03-04,2026-03-04,24/WA 34/263,263,Wahl eines zusätzlichen befristeten Ersatzmitglieds des Obergerichts,Wahlgeschäft,,,,,Abgeschlossen,,,,,
2026-02-04,2026-03-04,24/EA 106/259,259,"Einfache Anfrage von Oliver Martin, Beat Stump vom 4. Februar 2026 ""Geplantes Asyldurchgangsheim in Berg TG - Transparenz und Standorteignung""",Einfache Anfrage,,"Niederlassung, Aufenthalt, Asyl",,,Abgeschlossen,Departement für Finanzen und Soziales,2,,,
2026-02-18,2026-04-01,24/EA 110/267,267,"Einfache Anfrage von Paul Koch vom 18. Februar 2026 ""Auswirkungen des Abkommenspakets Schweiz-EU auf das Baurecht und die Vergabepraxis des Kantons Thurgau und die Thurgauer Gemeinden""",Einfache Anfrage,,,,,InBearbeitung,Staatskanzlei,1,,,
2026-03-04,2026-03-18,24/WA 36/275,275,"Ersatzwahl von zwei Mitgliedern der Kommission für Klima, Energie und Umwelt für den Rest der Amtsdauer",Wahlgeschäft,,,,,Abgeschlossen,Grosser Rat,,,,
2026-02-18,,24/MO 35/272,272,"Motion von Isabelle Vonlanthen-Specker, Reto Ammann, Christina Fäsi, Manuela Fritschi, Jürgen Häberli, Linda Hess, Patrick Siegenthaler vom 18. Februar 2026 ""Kantonale Chip- und Registrierungspflicht für Hauskatzen und Regelung des Umgangs mit nicht gechipten Tieren""",Motion,,,,,InBearbeitung,Departement für Inneres und Volkswirtschaft,7,46,53,
2026-02-18,,24/IN 31/273,273,"Interpellation von Peter Dransfeld, Cornelia Büchi, Alessandra Biondi, Peter Bühler, Reto Ammann, Thomas Leu, Elisabeth Rickenbach, Andreas Sigrist, Robin Spiri, Jost Rüegg vom 18. Februar 2026 ""Öffentlichkeitsprinzip - nur im Prinzip gültig?""",Interpellation,,,,,InBearbeitung,Departement für Justiz und Sicherheit,10,46,56,
2026-03-04,2026-04-01,24/EA 115/276,276,"Einfache Anfrage von Cornelia Hasler-Roost, Thomas Leu vom 4. März 2026 ""Rolle der Regierung im Abstimmungskampf""",Einfache Anfrage,,,,,InBearbeitung,Staatskanzlei,2,,,
2026-04-29,2026-04-29,24/EB 7/283,283,Kantonsbürgerrechtsgesuche vom 29.04.2026,Einbürgerungsgesuch,,,,,InBearbeitung,Departement für Justiz und Sicherheit,,,,
2026-03-04,2026-04-01,24/EA 116/280,280,"Einfache Anfrage von Mathis Müller, Isabelle Vonlanthen-Specker vom 4. März 2026 ""Einführung bzw. Überprüfung einer evidenzbasierten Fuchsjagd""",Einfache Anfrage,,,,,InBearbeitung,Departement für Justiz und Sicherheit,2,,,
2026-03-18,,24/EA 120/287,287,"Einfache Anfrage von Jürg Wiesli vom 18. März 2026 ""Lebensmittelrecht aus Brüssel - verliert die Schweiz die Kontrolle über Hof, Küche und Tradition?""",Einfache Anfrage,,Kantonsverfassung und Staatsverträge,,,InBearbeitung,Staatskanzlei,1,,,
2026-03-18,,24/EA 123/290,290,"Einfache Anfrage von Oliver Martin, Sandrine Nikolic-Fuss vom 18. März 2026 ""Sitzreduktion des Grossen Rates von 130 auf 100 Sitze sowie deren Auswirkung?""",Einfache Anfrage,,,,,InBearbeitung,,2,,,
2026-03-18,,24/EA 124/291,291,"Einfache Anfrage von Karin Bétrisey vom 18.03.2026 ""Öffentliches Beschaffungswesen im Kanton Thurgau - ist es nun nachhaltig und transparent?""",Einfache Anfrage,,,,,InBearbeitung,Departement für Bau und Umwelt,1,,,
2026-03-18,,24/EA 122/289,289,"Einfache Anfrage von Gabriel Macedo, Dean Kradolfer, Martin Brenner, Cornelia Hasler-Roost vom 18. März 2026 ""Schulraumplanung im Kanton Thurgau: Kostenentwicklung, politische Akzeptanz und strukturelle Fragen der Volksschule""",Einfache Anfrage,,"Unterrichtswesen, Lehrerorganisation und -fortbildung",,,InBearbeitung,Departement für Erziehung und Kultur,4,,,
2026-04-01,2026-04-29,24/WA 44/310,310,Ersatzwahl eines Mitgliedes der Justizkommission für den Rest der Amtsdauer,Wahlgeschäft,,,,,InBearbeitung,Grosser Rat,,,,
2026-04-01,,24/EA 128/309,309,"Einfache Anfrage von Oliver Martin, Jürgen Häberli vom 1. April 2026 ""Externe Beratungen und Stellenentwicklung beim RAV Thurgau?""",Einfache Anfrage,,,,,InBearbeitung,Departement für Inneres und Volkswirtschaft,2,,,
2026-04-01,,24/EA 130/312,312,"Einfache Anfrage von Elisabeth Rickenbach vom 1. April 2026 ""Umsetzung der Individualsteuer im Kanton Thurgau ohne steuerliche Mehrbelastung für Familien mit tiefen und mittleren Einkommen""",Einfache Anfrage,,,,,InBearbeitung,Departement für Finanzen und Soziales,1,,,
2026-04-01,,24/IN 33/313,313,"Interpellation von Mathis Müller, Simon Weilenmann, Stefan Leuthold, Marion Sontheim, Christian Stricker vom 1. April 2026 ""Brisante Befunde bei Bioziden""",Interpellation,,,,,InBearbeitung,Departement für Bau und Umwelt,5,36,41,
2026-04-29,,24/IN 35/320,320,"Interpellation von Kenny Greber, Elina Müller, Corinna Pasche-Strasse, Cornelia Hauser, Christina Fäsi, Michaela Frei Barbosa, Nicole Zeitner, Barbara Dätwyler Weber vom 29. April 2026 ""Unterstützung von Kindern sowie minderjährigen Mädchen bei häuslicher uns sexualisierter Gewalt""",Interpellation,,,,,InBearbeitung,Departement für Justiz und Sicherheit,8,42,50,
2026-04-29,,24/IN 37/322,322,"Interpellation von Kenny Greber, Elina Müller, Corinna Pasche-Strasser, Cornelia Hauser, Christina Fäsi, Michaela Frei Barbosa, Celina Hug vom 29. April 2026 ""Schutzkette bei häuslicher Gewalt im Kanton Thurgau: Versorgungssicherheit, Ressourcen und Koordination""",Interpellation,,,,,InBearbeitung,Departement für Justiz und Sicherheit,7,39,46,
2026-04-29,,24/EA 133/325,325,"Einfache Anfrage von Marcel Preiss, Reto Ammann, Manuel Sturzenegger, Mathis Müller vom 29. April 2026 ""Sonderbewilligung bei Verboten""",Einfache Anfrage,,,,,InBearbeitung,Departement für Bau und Umwelt,4,,,
2026-04-01,,24/WE 4/318,318,Mountainbike-Konzept Thurgau,Weitere Geschäfte,,,,,InBearbeitung,Departement für Bau und Umwelt,,,,
2026-04-29,,24/EA 134/326,326,"Einfache Anfrage von Reto Ammann, Daniel Eugster, Stephan Tobler vom 29. April 2026 ""AVP und Handlungsfeld 2: Wie steigert der Kanton Effizienz und Transparenz?""",Einfache Anfrage,,,,,InBearbeitung,Departement für Finanzen und Soziales,3,,,
2026-04-29,,24/EA 135/327,327,"Einfache Anfrage von Alexander Sigg, Reto Ammann vom 29. April 2026 ""Ungewöhnlich früher Wahltermin 2028 - Begründung des Regierungsrates""",Einfache Anfrage,,,,,InBearbeitung,Staatskanzlei,2,,,
2026-04-29,,24/EA 136/328,328,"Einfache Anfrage von Oliver Martin, Hermann Lei, Beat Stump vom 29. April 2026 ""Leitung der Peregrina Stiftung sowie deren Rechenschaftspflicht""",Einfache Anfrage,,,,,InBearbeitung,Departement für Finanzen und Soziales,3,,,
2026-04-29,,24/EA 139/331,331,"Einfache Anfrage von Isabelle Vonlanthen-Specker, Peter Bühler, Daniel Amrhein, Kilian Imhof vom 29. April 2026 ""Temporäre Reduktion des Tempolimits auf der Kantonsstrasse (Abschnitt Bichelsee-Seelmatten ZH) beim Seebad Bichelsee während der Badesaison",Einfache Anfrage,,,,,InBearbeitung,Departement für Bau und Umwelt,4,,,
2026-04-01,,24/BS 21/304,304,Beschluss des Grossen Rates über die Teilrevision des Kantonalen Richtplans 2024/2025 (Stand: Februar 2026),Beschluss,,,,,InBearbeitung,Departement für Bau und Umwelt,,,,
2025-04-02,,24/MO 20/140,140,"Motion von Raffaella Strähl-D'Ambrosio, Hermann Lei vom 2. April 2025 ""Beschleunigung im Strafverfahren im Kanton Thurgau""",Motion,,"Strafverfolgung: Staatsanwaltschaft, Jugendanwaltschaft",,,InBearbeitung,Departement für Justiz und Sicherheit,2,69,71,
2023-05-03,2026-02-18,20/MO 46/502,502,"Motion von Brigitta Engeli, Reto Ammann, Turi Schallenberg, Elisabeth Rickenbach, Judith Ricklin, Iwan Wüst, Corinna Pasche-Strasser, Bruno Lüscher vom 3. Mai 2023 ""Verbesserung der Situation von Jugendlichen und jungen Erwachsenen in der Sozialhilfe""",Motion,,"Fürsorge, Massnahmen, Kinderheime, Heimaufsicht",,,Abgeschlossen,Departement für Finanzen und Soziales,8,66,74,
2017-12-20,2018-05-02,16/LM 1/179,179,"Leistungsmotion von Roland A. Huber, Margrit Aerne, Reto Lagler, Walter Hugentobler und Ueli Fisch vom 20. Dezember 2017 ""Qualitätssicherung Volksschule""",Leistungsmotion,,"Unterrichtswesen, Lehrerorganisation und -fortbildung",,,Abgeschlossen,Departement für Erziehung und Kultur,5,60,65,
2018-01-24,2018-02-28,16/EA 54/186,186,"Einfache Anfrage von Roland A. Huber vom 24. Januar 2018 ""Auf der Seeseite - Die Medikamentenversuche von Münsterlingen""",Einfache Anfrage,,"Anstalten, Massnahmen, Schutzaufsicht, Opferhilfe, Begnadigung",,,Abgeschlossen,Departement für Inneres und Volkswirtschaft,1,,,
2018-12-05,2019-02-13,16/EA 96/301,301,"Einfache Anfrage von Roland A. Huber vom 5. Dezember 2018 ""Bauabnahme vor Bezug""",Einfache Anfrage,,"Baugesetz; Planungen Hoch- und Tiefbau, Baulinien",,,Abgeschlossen,Departement für Bau und Umwelt,1,,,
2019-11-20,2020-02-12,16/EA 147/441,441,"Einfache Anfrage von Roland A. Huber vom 20. November 2019 ""Effizienzsteigerung durch optimierten Datenaustausch zwischen der Zivilrechts- und Strafrechtspflege""",Einfache Anfrage,,"Strafverfolgung: Staatsanwaltschaft, Jugendanwaltschaft",,,Abgeschlossen,Departement für Justiz und Sicherheit,1,,,
2020-01-22,2020-05-06,16/EA 157/471,471,"Einfache Anfrage von Roland A. Huber vom 22. Januar 2020 ""Grundwasserabsenkung mit Ausnahmebewilligung: Fragwürdige Praxis des AfU mit dramatischen Auswirkungen für die Umwelt""",Einfache Anfrage,,"Wasserwirtschaft, Wasserbau, Oeffentliche Gewässer",,,Abgeschlossen,Departement für Bau und Umwelt,1,,,
2018-05-02,2018-09-12,16/MO 19/228,228,"Motion von Elisabeth Rickenbach und Ulrich Müller vom 2. Mai 2018 ""Standesinitiative Kostendeckende Finanzierung der Kinderspitäler und Kinderkliniken""",Motion,,"Kranken- und Unfallversicherung, Vereinbarungen",,,Abgeschlossen,Departement für Finanzen und Soziales,2,90,92,
2020-02-12,2020-05-06,16/EA 166/481,481,"Einfache Anfrage von Andrea Vonlanthen, Jacob Auer, Doris Günter, Patrick Hug, Andreas Opprecht, Iwan Wüst und Manuel Strupler vom 12. Februar 2020 ""Der Lehrplan 21 und der christliche Analphabetismus""",Einfache Anfrage,,"Unterrichtswesen, Lehrerorganisation und -fortbildung",,,Abgeschlossen,Departement für Erziehung und Kultur,7,,,
2017-01-11,2017-03-29,16/EA 21/77,77,"Einfache Anfrage von Dominik Diezi, Christine Steiger Eggli, Sabina Peter, Cornel Inauen, Alex Frei und Pascal Schmid vom 11. Januar 2017 ""Wie weiter am Bezirksgericht Kreuzlingen - und allgemein in der erstinstanzlichen Zivil- und Strafrechtspflege?""",Einfache Anfrage,,"Allgemeine Aufsicht, Verwaltungsrechtspflege",,,Abgeschlossen,Departement für Justiz und Sicherheit,6,,,
2018-04-18,2019-05-08,16/MO 17/222,222,"Motion von Toni Kappeler, Armin Eugster, Christine Steiger und David H. Bon vom 18. April 2018 ""Gleichbehandlung gleicher Planungsvorteile""",Motion,,"Baugesetz; Planungen Hoch- und Tiefbau, Baulinien",,,Abgeschlossen,Departement für Bau und Umwelt,4,46,50,
2020-06-17,2020-08-26,20/EA 7/35,35,"Einfache Anfrage von Barbara Müller vom 17. Juni 2020 ""Unzulässige Quotenziele für die IV-Stellen?""",Einfache Anfrage,,"AHV, IV, EL",,,Abgeschlossen,Departement für Finanzen und Soziales,1,,,
2021-07-07,2021-09-15,20/EA 79/210,210,"Einfache Anfrage von Barbara Müller, Brigitta Engeli, Jürg Wiesli und Peter Schenk vom 7. Juli 2021 ""Corona Test-Strategie und Darstellung der Resultate""",Einfache Anfrage,,"Berufe, Ausbildung, Schulen, Spitäler, Anstalten",,,Abgeschlossen,Departement für Justiz und Sicherheit,4,,,
2021-12-08,2022-02-16,20/EA 101/250,250,"Einfache Anfrage von Barbara Müller, Brigitta Engeli vom 8. Dezember 2021 ""Ausstellung von Impfdispensen?""",Einfache Anfrage,,Krankheitsbekämpfung / Unfallverhütung,,,Abgeschlossen,Departement für Finanzen und Soziales,2,,,
2022-11-23,2023-01-11,20/EA 165/418,418,"Einfache Anfrage von Barbara Müller vom 23. November 2022 ""Ungesagtes und Ungeklärtes im Bericht zur Evaluation der Covid-Pandemiebewältigung""",Einfache Anfrage,,Krankheitsbekämpfung / Unfallverhütung,,,Abgeschlossen,Departement für Finanzen und Soziales,1,,,
2021-10-04,2021-12-08,20/EA 89/229,229,"Einfache Anfrage von Peter Schenk und Barbara Müller vom 4. Oktober 2021 ""Pandemie der Ungeimpften""",Einfache Anfrage,,Krankheitsbekämpfung / Unfallverhütung,,,Abgeschlossen,Departement für Finanzen und Soziales,2,,,
2026-04-29,,24/BS 23/307,307,Rechenschaftsbericht 2025 des Verwaltungsgerichts,Beschluss,,,,,InBearbeitung,,,,,
2025-08-27,,24/IN 18/191,191,"Interpellation von Gabriel Macedo, Markus Bürgi, Thomas Leu, Martina Pfiffner Müller, Martin Brenner vom 27. August 2025 ""Zukunftsfähige Gemeindestrukturen im Kanton Thurgau""",Interpellation,,"Gebiet, Organisation, Reglemente, Verwaltung",,,InBearbeitung,Departement für Inneres und Volkswirtschaft,5,46,51,
2026-04-01,,24/BS 22/306,306,"Geschäftsbericht 2025, umfassend den Rechenschaftsbericht des Regierungsrates und die Staatsrechnung, sowie Tätigkeitsbericht 2025 des Datenschutz- und Öffentlichkeitsbeauftragten",Beschluss,,,,,InBearbeitung,,,,,
2025-05-07,,24/GE 7/146,146,Änderung des Gesetzes über die Energienutzung (ENG),Gesetz,,"Allgemeines, Energiegesetz, Kernenergie, Strahlenschutz",,,InBearbeitung,Departement für Inneres und Volkswirtschaft,,,,
2025-03-05,,24/MO 19/124,124,"Motion von Gottfried Möckli, Daniel Vetterli vom 5. März 2025 ""Superwahlsonntag auf Abstimmungstag legen""",Motion,,Abstimmungen,,,InBearbeitung,Staatskanzlei,2,59,61,
2025-11-19,,24/MO 30/227,227,"Motion von Daniel Eugster, Markus Bürgi, Reto Ammann, Patrick Siegenthaler vom 19. November 2025 ""Einführung einer einheitlichen Zeit- und Leistungserfassung in der kantonalen Verwaltung""",Motion,,Staatspersonal: einzelne Personalentscheide,,,InBearbeitung,Departement für Finanzen und Soziales,4,50,54,
2026-04-29,,24/BS 25/316,316,Geschäftsbericht 2025 der Pädagogischen Hochschule Thurgau,Beschluss,,,,,InBearbeitung,,,,,
2008-05-28,,08/WA 1/1,1,Wahlgeschäfte für das Amtsjahr 2008/2009,Wahlgeschäft,WA,17.1 Grosser Rat,,,abgeschlossen,Grosser Rat,0,0,0,
2008-05-28,,08/WA 2/2,2,Wahlgeschäfte für die Amtsperiode 2008 - 2012,Wahlgeschäft,WA,17.1 Grosser Rat,,,abgeschlossen,Grosser Rat,0,0,0,
2008-06-11,,08/BS 1/3,3,Rechenschaftsbericht 2007 des Obergerichts,Beschluss,BS,"17.0 Allgemeine Aufsicht, Verwaltungsrechtspflege",,,abgeschlossen,Departement für Justiz und Sicherheit,0,0,0,
2008-06-11,,08/GE 1/4,4,Gesetz betreffend die Änderung des Gesetzes über die Energienutzung vom 10. März 2004,Gesetz,GE,"73.3 Andere Energien: Gas, Fernwärme, Solarenergie etc.",,,abgeschlossen,Departement für Inneres und Volkswirtschaft,0,0,0,
2008-06-11,,08/MO 1/10,10,Motion von Dr. Regula Streckeisen vom 11. Juni 2008 'Jugendmedienschutz',Motion,MO,41.9 Jugendpolitik,,,abgeschlossen,Departement für Justiz und Sicherheit,1,29,30,Motion nicht erheblich erklärt (65:28 Stimmen)
2008-06-11,,08/MO 2/11,11,Motion von Dr. Bernhard Wälti vom 11. Juni 2008 'Einreichung einer Standesinitiative betreffend kostendeckende Einspeisevergütung (KEV)',Motion,MO,"16.1 Initiativen, Referenden",,,abgeschlossen,Departement für Inneres und Volkswirtschaft,1,34,35,Motion nicht erheblich erklärt (73:42 Stimmen)
